exchange,hourly_volume_rows,funding_rows,spread_samples,total_notional_volume_usd,avg_hourly_notional_volume_usd,mean_funding_rate_pct,median_funding_rate_pct,mean_funding_annualized_pct,p90_abs_funding_annualized_pct,positive_funding_share,median_spread_bps,p90_spread_bps
Hyperliquid,336,336,3988,10635889310.445795,31654432.47156485,0.0009122228273809525,0.00125,7.991076407344037,10.950006083336715,0.8869047619047619,0.5312226088337488,0.5654317671124256
Orderly,336,42,4002,249361655.2815529,742147.7835760505,0.011051690476190475,0.009949000000000001,12.101601071428572,16.643890499999998,1.0,0.05311774619205154,0.056342567317411614
