exchange,coin,symbol,timestamp,best_bid,best_ask,mid_price,spread_bps
Orderly,,PERP_ETH_USDC,2026-06-01T17:27:53.637374+00:00,1984.72,1984.73,1984.725,0.050384814017009436
Hyperliquid,ETH,,2026-06-01T17:28:52.689991+00:00,1984.8,1984.9,1984.85,0.5038164093011382
Orderly,,PERP_ETH_USDC,2026-06-01T17:28:53.237721+00:00,1983.63,1983.64,1983.6350000000002,0.05041250028352446
Hyperliquid,ETH,,2026-06-01T17:29:52.796947+00:00,1985.1,1985.2,1985.15,0.5037402715166935
Orderly,,PERP_ETH_USDC,2026-06-01T17:29:53.161236+00:00,1986.61,1986.72,1986.665,0.5536917396749192
Hyperliquid,ETH,,2026-06-01T17:30:52.931659+00:00,1991.3,1991.4,1991.35,0.5021718934398094
Orderly,,PERP_ETH_USDC,2026-06-01T17:30:53.898839+00:00,1990.26,1990.27,1990.2649999999999,0.05024456542214683
Hyperliquid,ETH,,2026-06-01T17:31:53.081142+00:00,1990.7,1990.8,1990.75,0.5023232450077059
Orderly,,PERP_ETH_USDC,2026-06-01T17:31:53.965024+00:00,1989.31,1989.32,1989.315,0.05026855978058229
Hyperliquid,ETH,,2026-06-01T17:32:53.175680+00:00,1987.2,1987.3,1987.25,0.5032079506851632
Orderly,,PERP_ETH_USDC,2026-06-01T17:32:54.031786+00:00,1985.96,1985.97,1985.9650000000001,0.05035335466632546
Hyperliquid,ETH,,2026-06-01T17:33:53.181929+00:00,1987.0,1987.1,1987.05,0.50325859943086
Orderly,,PERP_ETH_USDC,2026-06-01T17:33:53.512702+00:00,1986.06,1986.07,1986.065,0.05035081933366182
Hyperliquid,ETH,,2026-06-01T17:34:53.326600+00:00,1987.0,1987.1,1987.05,0.50325859943086
Orderly,,PERP_ETH_USDC,2026-06-01T17:34:53.653655+00:00,1985.74,1985.75,1985.745,0.050358933297029104
Hyperliquid,ETH,,2026-06-01T17:35:53.449442+00:00,1986.8,1986.9,1986.85,0.5033092583744945
Orderly,,PERP_ETH_USDC,2026-06-01T17:35:53.833605+00:00,1986.04,1986.05,1986.045,0.050351326379769364
Hyperliquid,ETH,,2026-06-01T17:36:53.533205+00:00,1987.5,1987.6,1987.55,0.5031319966788712
Orderly,,PERP_ETH_USDC,2026-06-01T17:36:54.209698+00:00,1986.74,1986.75,1986.745,0.05033358584010986
Hyperliquid,ETH,,2026-06-01T17:37:53.684149+00:00,1987.7,1987.8,1987.75,0.5030813734116919
Orderly,,PERP_ETH_USDC,2026-06-01T17:37:54.076697+00:00,1986.64,1986.65,1986.645,0.05033611943749842
Hyperliquid,ETH,,2026-06-01T17:38:53.828220+00:00,1987.1,1987.2,1987.15,0.5032332737847491
Orderly,,PERP_ETH_USDC,2026-06-01T17:38:54.450062+00:00,1985.98,1985.99,1985.9850000000001,0.050352847579366936
Hyperliquid,ETH,,2026-06-01T17:39:53.978385+00:00,1986.8,1986.9,1986.85,0.5033092583744945
Orderly,,PERP_ETH_USDC,2026-06-01T17:39:54.417640+00:00,1985.75,1985.76,1985.755,0.050358679696089925
Hyperliquid,ETH,,2026-06-01T17:40:54.095469+00:00,1987.1,1987.2,1987.15,0.5032332737847491
Orderly,,PERP_ETH_USDC,2026-06-01T17:40:54.445532+00:00,1987.08,1987.09,1987.085,0.050324973516436916
Hyperliquid,ETH,,2026-06-01T17:41:54.245882+00:00,1987.1,1987.2,1987.15,0.5032332737847491
Orderly,,PERP_ETH_USDC,2026-06-01T17:41:54.759025+00:00,1985.82,1985.83,1985.8249999999998,0.05035690456103084
Hyperliquid,ETH,,2026-06-01T17:42:54.368782+00:00,1986.9,1987.0,1986.95,0.5032839276273134
Orderly,,PERP_ETH_USDC,2026-06-01T17:42:54.773603+00:00,1985.83,1985.84,1985.835,0.05035665098052409
Hyperliquid,ETH,,2026-06-01T17:43:54.509760+00:00,1990.2,1990.3,1990.25,0.5024494410245398
Orderly,,PERP_ETH_USDC,2026-06-01T17:43:54.849179+00:00,1988.9,1988.91,1988.9050000000002,0.05027892232153323
Hyperliquid,ETH,,2026-06-01T17:44:54.588355+00:00,1992.4,1992.5,1992.45,0.5018946523120231
Orderly,,PERP_ETH_USDC,2026-06-01T17:44:55.392501+00:00,1991.45,1991.46,1991.455,0.050214541629064705
Hyperliquid,ETH,,2026-06-01T17:45:54.730850+00:00,1992.0,1992.1,1992.05,0.5019954318411137
Orderly,,PERP_ETH_USDC,2026-06-01T17:45:55.219398+00:00,1990.97,1990.98,1990.975,0.050226647747917005
Hyperliquid,ETH,,2026-06-01T17:46:54.881274+00:00,1993.0,1993.1,1993.05,0.5017435588666067
Orderly,,PERP_ETH_USDC,2026-06-01T17:46:55.315916+00:00,1991.88,1991.89,1991.8850000000002,0.05020370151886733
Hyperliquid,ETH,,2026-06-01T17:47:55.015034+00:00,1993.5,1993.6,1993.55,0.5016177171373131
Orderly,,PERP_ETH_USDC,2026-06-01T17:47:55.500819+00:00,1992.38,1992.39,1992.3850000000002,0.050191102623192325
Hyperliquid,ETH,,2026-06-01T17:48:55.027019+00:00,1993.7,1993.8,1993.75,0.501567398118666
Orderly,,PERP_ETH_USDC,2026-06-01T17:48:55.549238+00:00,1992.47,1992.48,1992.475,0.05018883549349882
Hyperliquid,ETH,,2026-06-01T17:49:55.032543+00:00,1996.2,1996.3,1996.25,0.5009392611141342
Orderly,,PERP_ETH_USDC,2026-06-01T17:49:56.042949+00:00,1994.93,1994.94,1994.935,0.05012694649194538
Hyperliquid,ETH,,2026-06-01T17:50:55.178815+00:00,1995.9,1996.0,1995.95,0.5010145544723518
Orderly,,PERP_ETH_USDC,2026-06-01T17:50:55.603943+00:00,1994.93,1994.94,1994.935,0.05012694649194538
Hyperliquid,ETH,,2026-06-01T17:51:55.322564+00:00,1993.7,1993.9,1993.8000000000002,1.0031096398838673
Orderly,,PERP_ETH_USDC,2026-06-01T17:51:55.701487+00:00,1992.44,1992.45,1992.4450000000002,0.05018959118063939
Hyperliquid,ETH,,2026-06-01T17:52:55.328322+00:00,1993.2,1993.3,1993.25,0.5016932145988162
Orderly,,PERP_ETH_USDC,2026-06-01T17:52:55.841239+00:00,1992.52,1992.53,1992.525,0.050187576065499326
Hyperliquid,ETH,,2026-06-01T17:53:55.456673+00:00,1991.7,1991.8,1991.75,0.5020710430521353
Orderly,,PERP_ETH_USDC,2026-06-01T17:53:55.813705+00:00,1990.42,1990.43,1990.4250000000002,0.050240526520672235
Hyperliquid,ETH,,2026-06-01T17:54:55.603636+00:00,1992.4,1992.5,1992.45,0.5018946523120231
Orderly,,PERP_ETH_USDC,2026-06-01T17:54:55.929713+00:00,1991.16,1991.17,1991.165,0.05022185504461411
Hyperliquid,ETH,,2026-06-01T17:55:55.614622+00:00,1992.2,1992.3,1992.25,0.50194503701799
Orderly,,PERP_ETH_USDC,2026-06-01T17:55:56.261405+00:00,1990.93,1990.94,1990.935,0.050227656854648216
Hyperliquid,ETH,,2026-06-01T17:56:55.757609+00:00,1993.2,1993.3,1993.25,0.5016932145988162
Orderly,,PERP_ETH_USDC,2026-06-01T17:56:56.223185+00:00,1992.08,1992.09,1992.085,0.05019866120166009
Hyperliquid,ETH,,2026-06-01T17:57:55.801516+00:00,1992.2,1992.3,1992.25,0.50194503701799
Orderly,,PERP_ETH_USDC,2026-06-01T17:57:56.156452+00:00,1990.68,1990.69,1990.685,0.05023396469050054
Hyperliquid,ETH,,2026-06-01T17:58:55.941784+00:00,1990.8,1990.9,1990.85,0.5022980134120423
Orderly,,PERP_ETH_USDC,2026-06-01T17:58:56.266020+00:00,1989.31,1989.57,1989.44,1.3069004342930215
Hyperliquid,ETH,,2026-06-01T17:59:56.091032+00:00,1990.5,1990.6,1990.55,0.5023737158067321
Orderly,,PERP_ETH_USDC,2026-06-01T17:59:56.737795+00:00,1989.19,1989.2,1989.1950000000002,0.05027159227723227
Hyperliquid,ETH,,2026-06-01T18:00:56.238486+00:00,1990.6,1990.7,1990.65,0.5023484791406647
Orderly,,PERP_ETH_USDC,2026-06-01T18:00:56.575562+00:00,1989.42,1989.43,1989.4250000000002,0.050265780313361416
Hyperliquid,ETH,,2026-06-01T18:01:56.376386+00:00,1990.7,1990.8,1990.75,0.5023232450077059
Orderly,,PERP_ETH_USDC,2026-06-01T18:01:56.790556+00:00,1989.77,1989.78,1989.775,0.05025693859853956
Hyperliquid,ETH,,2026-06-01T18:02:56.465859+00:00,1990.3,1990.4,1990.35,0.5024241967500009
Orderly,,PERP_ETH_USDC,2026-06-01T18:02:57.051535+00:00,1988.61,1988.62,1988.6149999999998,0.05028625450371694
Hyperliquid,ETH,,2026-06-01T18:03:56.613287+00:00,1989.4,1989.5,1989.45,0.5026514865913144
Orderly,,PERP_ETH_USDC,2026-06-01T18:03:57.075820+00:00,1988.13,1988.14,1988.1350000000002,0.050298395229654444
Hyperliquid,ETH,,2026-06-01T18:04:56.682090+00:00,1988.8,1988.9,1988.85,0.5028031274361386
Orderly,,PERP_ETH_USDC,2026-06-01T18:04:57.396099+00:00,1987.74,1987.75,1987.745,0.05030826388692164
Hyperliquid,ETH,,2026-06-01T18:05:56.816413+00:00,1987.8,1987.9,1987.85,0.5030560655991974
Orderly,,PERP_ETH_USDC,2026-06-01T18:05:57.670082+00:00,1986.59,1986.6,1986.5949999999998,0.05033738633184372
Hyperliquid,ETH,,2026-06-01T18:06:56.963871+00:00,1988.0,1988.1,1988.05,0.5030054576087576
Orderly,,PERP_ETH_USDC,2026-06-01T18:06:57.320916+00:00,1987.06,1987.07,1987.065,0.05032548004212698
Hyperliquid,ETH,,2026-06-01T18:07:57.104498+00:00,1986.0,1986.1,1986.05,0.5035119961728509
Orderly,,PERP_ETH_USDC,2026-06-01T18:07:57.462972+00:00,1984.85,1984.86,1984.855,0.05038151401483184
Hyperliquid,ETH,,2026-06-01T18:08:57.189467+00:00,1985.9,1986.0,1985.95,0.5035373498824696
Orderly,,PERP_ETH_USDC,2026-06-01T18:08:57.554827+00:00,1985.08,1985.09,1985.085,0.05037567660826063
Hyperliquid,ETH,,2026-06-01T18:09:57.231515+00:00,1986.0,1986.1,1986.05,0.5035119961728509
Orderly,,PERP_ETH_USDC,2026-06-01T18:09:57.604895+00:00,1985.08,1985.09,1985.085,0.05037567660826063
Hyperliquid,ETH,,2026-06-01T18:10:57.236551+00:00,1985.6,1985.7,1985.65,0.5036134263346331
